1510976946565533709 2022-04-04 08:45:51 -0500 <Marloncb52sd> @PatoCorrupto Pera,que papo é esse de de tomar alexandria,hilltop e etc?
1510973358980149254 2022-04-04 08:31:35 -0500 <MarlonOficial0> O Flamengo teve 2 técnicos na mesma edição de Libertadores nas últimas 4 temporadas.  2018: Carpegiani e Barbieri  2019: Abel Braga e Jorge Jesus 2020: Domènec e Rogério Ceni 2021: Rogério Ceni e Renato Gaúcho 2022: Paulo Sousa e (…)  https://t.co/uTuCwZaT6P
1510957188260540418 2022-04-04 07:27:20 -0500 <Bragaeduarddo> @MGRoque_12 hoje ao inves do marlon foi o merlin personal 🧙‍♂️
1510753186298187780 2022-04-03 17:56:42 -0500 <MarlonBraga18> @nozinhoviana @SuperesportesMG apenas fazendo de importante, nunca foi nada, sempre andou na sombra do irmão!
1510750079665295367 2022-04-03 17:44:22 -0500 <MarlonBraga18> @radioitatiaia @TornadoCruzeir1 @samuelvenancio Essa Alvimar sempre viveu na sombra do irmão, agora quer aparecer, pra cima dele torcida!
1510747267095007241 2022-04-03 17:33:11 -0500 <MarlonBraga18> Pra cima dele galera!
1510742301919879189 2022-04-03 17:13:27 -0500 <Marloncb52sd> @MadAnna_ Tapora,ai é foda(respondi só agr pq só vi a notificação com essa att que separa as notificações)
1510737104279646218 2022-04-03 16:52:48 -0500 <EnzoBBraga1> @pcscifi O que o Marlon Brando fez mesmo?
1510710739329294344 2022-04-03 15:08:02 -0500 <Marloncb52sd> De volta a civilização após ter o rolê mais louco da vida,sete pessoas em uma casa de roça completamente desconectado da internet e sinal de telefone por um dia e meio
1510691873765089290 2022-04-03 13:53:04 -0500 <MarlonBraga18> O amor é maior q todos os covardes q sucatearam e abandonaram o nosso Cruzeiro!
1510689814835830788 2022-04-03 13:44:53 -0500 <MarlonBraga18> @giovannimbaroni Sem Ronaldo, sem esperança, os conselheiro que tem dissernimento não pode titubear!
1510659653402865675 2022-04-03 11:45:02 -0500 <MarlonBraga18> Pura vdd, e eu vi em loco!
1510659423273951232 2022-04-03 11:44:07 -0500 <MarlonBraga18> @loud_babi @Cruzeiro Parecia q o Zeiro tinha sido campeão, viajei 500km de volta, tenho 52 anos, mas feliz igual um criança, o que esse Cruzeiro faz com a gente é brincadeira!
1510656518131224577 2022-04-03 11:32:35 -0500 <MarlonBraga18> Apesar da derrota, confio no futuro!  https://t.co/foCAiHt9DK
1510393432350633987 2022-04-02 18:07:10 -0500 <MarlondeLana_9> Abel Braga tem cara de ser aquele coroa do churras que bebe pra caralho e 4 horas da madruga ta contando histórias e a mlkada de 17 a 26 anos escuta com maior respeito !   viva bohemia kkkk
1510388355841863687 2022-04-02 17:47:00 -0500 <marlonmzs> Em uma coisa o Abel Braga continua bom: armar esquema de jogo embaçado para o adversário não jogar.
1510364308546404353 2022-04-02 16:11:27 -0500 <mrn12CRF> Tomar nó do Abel Braga é sacanagem
1510347828119449604 2022-04-02 15:05:57 -0500 <msbsoares> Malandro o Abel Braga, lista dos relacionados tem além do Felipe Melo, o Marlon também.  Vai confundir até torcedor do @FluminenseFC.  A saber qual será escalação do time titular.  https://t.co/xcEaI2dSxK
1510313872837726212 2022-04-02 12:51:02 -0500 <Marloncb52sd> Que a Wanda apareça por apenas 10 minutos e seja pra morrer 🙌
1510310631794216972 2022-04-02 12:38:09 -0500 <Marloncb52sd> KAAARALHO Já não basta os cara terem culhão de fazer um bagui desse na escola, Ai da vão analisar o Dna,Tapoha,escola melhor q FBI
1510292048523542535 2022-04-02 11:24:18 -0500 <joaopauloassad> Se o Marlon Bunda jogar eu tatuo Abel Braga no meu anus
1510290611370442754 2022-04-02 11:18:36 -0500 <heisenberg_rj> @marlon_faria @gianaalthaus @BaixadorDeVideo
1510289593366720512 2022-04-02 11:14:33 -0500 <TGBraga7> @FluminenseFC @Cariocao Poxa... se o Marlon fosse titular iria dar bem mais segurança nos cruzamentos.
1510266059789639684 2022-04-02 09:41:02 -0500 <MarlonBraga18> @Junior9Edu Pra cima delas!
1509912790668034049 2022-04-01 10:17:16 -0500 <MarlonBraga18> @UOL absurdo, logo no Paraná, onde dizem ser tão politizados, cadeia neste bandidos travestidos de estudantes!
1509911192378224658 2022-04-01 10:10:55 -0500 <MarlonBraga18> Tá com saudades das vacas gordas, acabou meu caro, se o clube não profissionalizar, acaba, infelizmente. Destruiram esta instituição centenária, a fala do Alvimar me surpreendeu, logo eu,  q um dia já o elogiei, santa inocência minha!
1509706459055067138 2022-03-31 20:37:23 -0500 <MarlonBraga18> Esses Conselheiros babacas estão apenas fazendo média, com dor de cutuvelo, sabem q o Cruzeiro não tem outro remédio, senão o @Ronaldo !
1509703658123972608 2022-03-31 20:26:15 -0500 <MarlonBraga18> O conselho do Cruzeiro chega a ser ilário, para não dizer outra coisa, não se manifestaram qdo faliram o Clube, agora ficam fazendo questionamentos a quem quer tirar o Clube da lama, ou o desespero deles é porque a fonte secou?!?!
1509628221050003468 2022-03-31 15:26:30 -0500 <Rique0001> @INTER_4LINHAS Que time... Vitão, Marlon e Luccas ... Ismaly, Alan Patrick, Aránguiz e Brian Rodriguez... Lucas Braga, Rigoni e Keno
1509593682713919501 2022-03-31 13:09:15 -0500 <Marloncb52sd> @MadAnna_ Mano,eu nunca cheguei a seguir esse maluco,lembro q fez cagada pra krl,mas nem lembro oq mais,justamente por n conhecer
1509593478849875970 2022-03-31 13:08:26 -0500 <Marloncb52sd> @MadAnna_ A unica foto minha q ta na internet é de 2016 kkkkkk
1509592777855750153 2022-03-31 13:05:39 -0500 <Marloncb52sd> @MadAnna_ Misericordia,pesadelo de merda,sonhei q minhas calopsitas tinham tido filhotes
1509581662048473089 2022-03-31 12:21:29 -0500 <fabriciogols> Lucas Braga NÃO vem, Marlon Santos também Não e assim seguimos, DANÇA SACI!
1509340972156694530 2022-03-30 20:25:04 -0500 <marlonffc09> É MT ruim ter Abel Braga como técnico meu Deus do céu
1509337457287913482 2022-03-30 20:11:06 -0500 <jliaffc> na briga pineidaXcris silva, eu fico c o marlon
1509264189835071488 2022-03-30 15:19:58 -0500 <Marloncb52sd> Daqui a uma hora e meia estarei na minha primeira aula presencial desde março de 2020,e n vou mentir,é meio tenso voltar dps de tanto tempo
1509230773613826049 2022-03-30 13:07:11 -0500 <Marloncb52sd> @vocedorock @PatoCorrupto o cara falando q nois n é do rock indiretamente
1509209279043145728 2022-03-30 11:41:46 -0500 <HyagoCosttaDj> Abel Braga é desanimador. O cara ja testou os 2 laterais esquerdo. Todo jogo muda pq um sempre faz merda. E ele não usou o Marlon ainda, que é bem melhor.   No Fluminense é tudo difícil. Melhor lateral nem no banco fica, melhor meia é banco. Melhores atacantes são banco.  Vtnc 🤬
1509200698583527429 2022-03-30 11:07:40 -0500 <karl_ffc> Capitão Moldávia, Yago Flusquinha e Willian.   Enquanto isso, Marlon não é nem relacionado e o Arias vai pro banco.  Eu não vou sobreviver a mais dois jogos de Abel Braga, esse pesadelo precisa acabar
1509181961503444998 2022-03-30 09:53:13 -0500 <Talisson30deus> @_vagnermartins_ Será que o Inter vai trazer reforços e o Lucas Braga será que vem o keno o Alan Patrick o Marlon Vitão e o Pedrinho e hum atacante e hum meia e hum lateral esquerdo e direito e condenador tenico cadê e o gerente de futebol e Edimilson será vendido?
1509140178442543114 2022-03-30 07:07:11 -0500 <RedBuIlBraga> @LucasHolden12 @marlon__verdao @viverfla @alex_rangel_br @Euclides_crf Entendi, é errado o Palmeiras receber da Crefisa então mesmo a empresa tendo crescido meros 400% desde que começou a nos patrocinar, mas é completamente correto a mamãe Globo bancar 4x esse valor pro Malvadão... Lógica de terraflanista.
1508995755180277761 2022-03-29 21:33:18 -0500 <Marloncb52sd> @PatoDeBike Antes fosse '-'
1508961084027330561 2022-03-29 19:15:32 -0500 <Marloncb52sd> @MadAnna_ Me sinto lisonjeado(nem sei se é assim q escreve,mas gg)
1508956333739069442 2022-03-29 18:56:39 -0500 <MarlonBraga18> @mariliaruiz Eu não!
1508951384535744519 2022-03-29 18:36:59 -0500 <rodrigogff> estou ansioso por marlon, alan patrick, ismaily, aranguiz e lucas braga 😍
1508949655480147968 2022-03-29 18:30:07 -0500 <MarlonBraga18> @cristyan_kelwen Meu Deus, a Seleção brasileira, tem tanta moral comigo, q eu nem sabia do jogo de hj, meu negócio é o @Cruzeiro  no sábado!
1508943372685357061 2022-03-29 18:05:09 -0500 <MarlonBraga18> @palhares_dudaa Loucura é não ir apoiar o Cruzeiro, lugar de Cruzeirense de vdd é no mineirão neste sábado,  eu vou percorrer 500km  só de ida!
1508937524772806663 2022-03-29 17:41:55 -0500 <Marloncb52sd> Só pra mim q o twt n ta entregando notificação de respostas?
1508934121149677575 2022-03-29 17:28:23 -0500 <Marloncb52sd> @ADrengr Eu fiquei sem coragem de pegar
1508930851308032002 2022-03-29 17:15:24 -0500 <Marloncb52sd> @pedroxbz Eu tava cheio de vontade de pegar o jogo,mas tava com mais medo ainda de tomar ban,ai n quis arriscar
1508891008305709065 2022-03-29 14:37:04 -0500 <henriquesucena> Alan Patrick e Marlon são contratações interessantíssimas mas se realmente trouxer o Lucas Braga por essa proposta aí pqp
1508886603858694149 2022-03-29 14:19:34 -0500 <Marloncb52sd> @thevilreaper Ent,vou esperar liberarem o catalogo,mas q nem eu disse,se for igual a ps now,eu n vou assinar n kkkkkkkk pouca coisa me atraiu
1508886342570323975 2022-03-29 14:18:32 -0500 <Marloncb52sd> @lucspdm Esse post me deu sdds da epoca do amogus
1508885566816935945 2022-03-29 14:15:27 -0500 <Marloncb52sd> @jogandosemhype The last of us
1508873394070114308 2022-03-29 13:27:05 -0500 <cr_strayder> @_felipe_cunha @Reporter_Samuel Reposição pro Cuesta? João Félix e Marlon. Reposição pro Dourado? Bruno Gomes e Gabriel. Pronto, ainda acrescentamos com Lucas Braga.
1508866005367496720 2022-03-29 12:57:43 -0500 <Marloncb52sd> @OkashiKenway Vai lá meu bom,vai dar tudo certo,n sabia q vc mexia com robótica,brabo dms
1508864425356320770 2022-03-29 12:51:27 -0500 <Marloncb52sd> Tava olhando o catálogo da ps now na gringa,e falar a real,se o catalogo dessa plus nova for o mesmo da ps now igual eu vi algumas especulações,eu não assino n,quase nada lá me atraiu realmente,espero q n seja diferente...
1508862016039145481 2022-03-29 12:41:52 -0500 <Talisson30deus> @Reporter_Samuel Será que vai vim o keno o Lucas Braga com quem o Inter está negociando ou conversando será que o Pedrinho vai vim k Alan Patrick e mais hum meia e hum Marlon ? Cadê os reforços e condenador tenico e o gerente de futebol ?
1508861331461615618 2022-03-29 12:39:09 -0500 <Marloncb52sd> Minha maior reclamação de serviços como a gamepass ou a nova ps plus é a seguinte:São tantas opções de jogos,que é dificil vc focar em um só,sempre fica naquela "esse é bom,deixa eu testar aquele la tbm" e acaba q vc n termina nenhum,n sei se é coisa minha ou geral KKKKKKKKKKKKKK
1508853405501956096 2022-03-29 12:07:39 -0500 <Marloncb52sd> @Leandro28053480 Bom,a informação vindo de mim é duvidosa,como eu disse,n sou eu quem pago,mas se n me engano é algo do tipo(n sei se esse 250 é a padrão ou a ultimate) kkkkkk,mas sim,Day one é do krl mesmo,e a plus n ter vai acabar sendo um tiro no pé deles
1508852305353146372 2022-03-29 12:03:17 -0500 <Marloncb52sd> @Leandro28053480 Vamo v no que vai dar
1508852210641289216 2022-03-29 12:02:54 -0500 <Marloncb52sd> @Leandro28053480 É,eu n sei o valor exato da gamepass,quem paga é meu irmão,mas pelo q vi anualmente da uns 250 conto mais ou menos
1508845598258122763 2022-03-29 11:36:38 -0500 <Marloncb52sd> Eu ai
1508835656105185292 2022-03-29 10:57:07 -0500 <Marloncb52sd> Olha,os preços estão salgados,mas não muito distantes dos preços da gamepass,resta esperar pra ver o catálogo pra ver se esse valor ta minimamente condizente tbm(pra mim pelo menos)...
1508809789639475225 2022-03-29 09:14:20 -0500 <Marloncb52sd> @ httprobbyb Bom pra mim,um ano a mais pra mim tentar comprar um console ou dar up no pc pro emulador rodar KKKKKKKKKKK
1508803416100945937 2022-03-29 08:49:01 -0500 <Marloncb52sd> Ent realmente vai ter ps now no brasil?
1508784947833810950 2022-03-29 07:35:38 -0500 <LukasBet5> po, lucas braga, marlon e alan patrick, se vier os 3 eu sonho com a SULA facil.
1508667893285806080 2022-03-28 23:50:30 -0500 <babyzanchi> Alan Patrick Marlon  Lucas Braga e Aranguiz   IA AGREGAR MUITO!!!
1508637333545193473 2022-03-28 21:49:04 -0500 <CumadiBraga> @Adernill @Olnyx De fato, não é a mesma coisa Os fatos que aconteceram foram MUITO mais graves  O ponto é justamente que, não há uma punição independente da etnia  Inclusive o tribunal público julga de acordo com a etnia.  Não ouço Marlon brando sendo chamado de animalesco, o afleck, Woody Allen
1508626770907570180 2022-03-28 21:07:05 -0500 <felicioporto7> Daniel  Bustos, Bruno Mendez, Marlon, PV               (Kaique Rocha)             Gabriel, Alan Patrick  Wanderson, Taison, Lucas Braga                                       (Maurício )                         David   4-2-3-1 (EU TO ILUDIDO)
1508621351069929475 2022-03-28 20:45:33 -0500 <felicioporto7> Alan Patrick Marlon e Lucas Braga  O inter daria um salto de qualidade gigantesco! 🙏🏻👏🏻
1508615013124161543 2022-03-28 20:20:22 -0500 <Joao_MiguelSci> #Inter I Além das contratações de Marlon Santos e Alan Patrick, o Internacional também avançou na contratação do atacante Lucas Braga, do Santos, em troca do zagueiro Victor Cuesta, e do volante Rodrigo Dourado.  Contrato até dezembro de 2024 com um salário na casa dos R$400mil.  https://t.co/DUk6uTKKaj
1508614671754051584 2022-03-28 20:19:01 -0500 <iamdegas> @muskitera @InterTimeLine @deolhonopeixe Eu entendo mano, mas querendo ou não, são dois jogadores que tem valor de mercado, gastar isso com Lucas Braga é coisa de amador.Melhor tentar buscar um Renato Kayzer ou Juninho Capixaba no Fortaleza, Raí Nascimento no Bahia, um Terans no Athletico sei lá. Marlon do América é bom
1508573727436455937 2022-03-28 17:36:19 -0500 <marlonffc09> O ministro da educação ainda caiu antes do Abel Braga
1508538562911903744 2022-03-28 15:16:35 -0500 <Marloncb52sd> @annaesec Só os brabo
1508517896737148936 2022-03-28 13:54:28 -0500 <Marloncb52sd> @annaesec A nois ali
1508514415670403078 2022-03-28 13:40:38 -0500 <Marloncb52sd> @annaesec Grande white buffalo
1508494158352244748 2022-03-28 12:20:08 -0500 <Marloncb52sd> @MadAnna_ Ou,e sabe oq mais desanima,tem MUITO troféu
1508493993935519748 2022-03-28 12:19:29 -0500 <Marloncb52sd> @MadAnna_ Krl,maluco faz cagada e ainda quer ta certo...
1508492248668905476 2022-03-28 12:12:33 -0500 <Marloncb52sd> @MadAnna_ Krl,q q rolou no servidor,n to olhando esses dias
1508425266586132481 2022-03-28 07:46:23 -0500 <ViniciusEstevoF> ABEL BRAGA ENTENDA SEM FELIPE MELO NÃO DÁ PRA JOGAR COM 3 ZAGUEIROS, NO INÍCIO EU CRITICAVA MAS O YAGO FELIPE É TITULAR ELE DÁ OUTRA INTENCIDADE NO JOGO, VOLTA COM O MARLON PELO AMOR DE DEUS
1508345050329198595 2022-03-28 02:27:38 -0500 <Marloncb52sd> Zerar a campanha e jogando as secundárias do horizon juntos tava daora  Jogar as secundárias e a dlc dps de zerar ta me dando sono e preguiça  Acho que entendi pq chamam o jogo de sonífero,n sei se aguento platinar esse n
1508324606498717698 2022-03-28 01:06:24 -0500 <Marloncb52sd> Acabei de escutar "Fio de cabelo" do chitãozin e chororo em um video,e vsf KKKKKKKKKKKKKKK,Quebrei dms,n consigo mais ouvir nenhuma das musicas q o leno brega parodiou sem quebrar e dar pala mais KKKKKKKKKKKKKKKKK
1508288981594738688 2022-03-27 22:44:50 -0500 <Marloncb52sd> @annaesec Sim sim,noticias que fico muito triste  https://t.co/DyAZ4XtMjo
1508287808498245643 2022-03-27 22:40:10 -0500 <Marloncb52sd> @annaesec Que Deus Te Ouça minha amiga,se pá ele ouve nossas preces e bota a wanda pra tomar a maior sova da vida dela
1508284005564747783 2022-03-27 22:25:04 -0500 <Marloncb52sd> @annaesec Fãs da wanda são tipo fanboy sonysta/Caixista KKKKKKKKKKKKKK,A birra é a mesma,só q ao invés de joguinho eles brigam pra defender a wanda Kkkkkkkk
1508281416160882692 2022-03-27 22:14:46 -0500 <apenas_braga> Só faltou o Marlon Brando...  https://t.co/WQJrZoTAsX
1508264903194329088 2022-03-27 21:09:09 -0500 <Marloncb52sd> Isso q é foda,só de madrugada q eu realmente tenho paz,mas né,produtividade fica como?
1508255753903259655 2022-03-27 20:32:48 -0500 <Marloncb52sd> @sarahdokeanu Quando eu tava no ensino médio,a gente n aguentava mais Não desenhar,era só texto
1508255429519892486 2022-03-27 20:31:31 -0500 <Marloncb52sd> Paz,finalmente,vou ler minha hq do miranha...
1508244864286310401 2022-03-27 19:49:32 -0500 <Marloncb52sd> Até o fim da madrugada eu jogo esse ventilador no pasto
1508243536642248704 2022-03-27 19:44:15 -0500 <SaciColorado7> Vitão Alan Patrick Lucas Braga por cuesta  Marlon   Se traz isso aqui, já pode mandar fazer as faixas da sula.
1508237092995936262 2022-03-27 19:18:39 -0500 <Marloncb52sd> Nesses dias eu tenho vontade de vazar dessa casa,tamaluco
1508233416294248450 2022-03-27 19:04:02 -0500 <marlondadepre> Vendo esse vídeo não sei, não…. Acho que o Fluminense de Abel Braga será campeão carioca…. Arrepia demais, tá maluco
1508230490335100928 2022-03-27 18:52:25 -0500 <Marloncb52sd> Blz,agr vai dar briga...
1508225374148304901 2022-03-27 18:32:05 -0500 <yourewading> tem que investigar Abel Braga MARLON NEM RELACIONADO É Pineida e Cris Silva são HORRIVEIS
1508221943731867659 2022-03-27 18:18:27 -0500 <Marloncb52sd> @MadAnna_ Puts,ai é foda mesmo
1508216852291465224 2022-03-27 17:58:13 -0500 <Marloncb52sd> @MadAnna_ Fim de semana acho q eles n mexem em nada disso n,deve mudar amanhã
1508211871840710659 2022-03-27 17:38:26 -0500 <Marloncb52sd> @MadAnna_ Quando eu fiz demorou um dia util só
1508194948021059585 2022-03-27 16:31:11 -0500 <BrunoBragaMK> @FCarvalho1918 Obrigado Marlon 😂😂😂
1508187534911844355 2022-03-27 16:01:43 -0500 <_marlon_lima> mestre abel braga tinha um plano
1508172377183723520 2022-03-27 15:01:29 -0500 <Marloncb52sd> Meu deus as secundárias do horizon são gigantes...
1508167482942664705 2022-03-27 14:42:02 -0500 <DossantosBrasil> Não sei por que o Abel Braga não da oportunidade ao marlon, pineida pesado e cris silva não convencem
1508106601420537856 2022-03-27 10:40:07 -0500 <RotaFlu> Eu realmente não sei o que o Marlon fez para o Abel Braga para sequer ser relacionado para os jogos... Até o WELLINGTON tá sendo aproveitado pelo Abel!
